Id,Name,Address,City,State,Division,Major Group,Industry Group,SIC,Description
1382,"Bond, Fletcher and Salazar",4128 Lane Spurs Suite 800,Romeroborough,Pennsylvania,I,79.0,799.0,7996.0,Amusement Parks
1383,Barrera-Valdez,23021 Maria Islands Suite 858,Frankshire,Florida,J,94.0,941.0,9411.0,Administration of Educational Programs
1384,"Gomez, Cooley and Fisher",609 Ramirez Grove Apt. 166,Port Michael,Kentucky,G,55.0,554.0,5541.0,Gasoline Service Stations
1385,Robertson and Sons,60366 Joshua Walks Suite 551,East Ronald,Alaska,D,34.0,342.0,3421.0,Cutlery
1386,Howard-Jones,794 Tyler Brooks Apt. 592,Staciehaven,Iowa,F,50.0,509.0,5099.0,"Durable Goods, Not Elsewhere Classified"
1387,,8822 Kevin Lights,Lake Racheltown,Georgia,I,75.0,754.0,7542.0,Carwashes
1388,Ward-Rodriguez,3962 Mejia Passage Suite 201,Jonesburgh,Oklahoma,H,65.0,651.0,6513.0,Operators of Apartment Buildings
1389,"Horton, Stafford and Herrera",521 Lisa Mall,South Timothyhaven,Arkansas,I,73.0,732.0,7323.0,Credit Reporting Services
1390,Wells-Johnson,18802 Francisco Ways,South Charlotte,Arkansas,G,55.0,556.0,5561.0,Recreational Vehicle Dealers
1391,,657 Miller Isle,Port Samantha,North Dakota,E,49.0,494.0,4941.0,Water Supply
1392,Perez and Sons,,Lake Justin,Florida,D,34.0,349.0,3492.0,Fluid Power Valves and Hose Fittings
1393,Brown Ltd,1958 Kelsey Groves,North Melissabury,Wisconsin,E,49.0,495.0,4952.0,Sewerage Systems
1394,Pitts-Maxwell,954 John Ranch Apt. 056,Kaiserview,Arizona,D,24.0,249.0,2491.0,Wood Preserving
1395,"Austin, Edwards and Shaw",093 Gonzalez Lake Suite 744,Port Christopherport,Vermont,B,14.0,142.0,1422.0,Crushed and Broken Limestone
1396,"Fernandez, Estrada and Ross",819 Travis Hollow Suite 020,Martinside,Delaware,F,50.0,501.0,5015.0,"Motor Vehicle Parts, Used"
1397,Myers Inc,2245 Justin Shoals,Dustinton,Mississippi,D,28.0,287.0,2873.0,Nitrogenous Fertilizers
1398,Wagner Group,7664 David Shoals Apt. 105,Lake Lisaton,Nevada,B,14.0,142.0,1423.0,Crushed and Broken Granite
1399,"Haynes, Stephens and Wilson",9715 Thomas Drive,Jonestown,Wyoming,D,20.0,205.0,2053.0,"Frozen Bakery Products, Except Bread"
1400,"Greer, Esparza and Crosby",4221 Kaufman Mountain Suite 999,Lake Sabrinamouth,Washington,J,92.0,922.0,9222.0,Legal Counsel and Prosecution
1401,Wiggins Ltd,6586 Christina Pine Suite 985,Lake Josephmouth,Louisiana,F,51.0,515.0,5153.0,Grain and Field Beans
1402,Willis-Kim,540 Cochran Isle Apt. 247,Nicoleland,Mississippi,D,26.0,267.0,2678.0,"Stationery, Tablets, and Related Products"
1403,Lane and Sons,212 Joe Motorway Suite 090,New Bradley,,B,14.0,147.0,1474.0,"Potash, Soda, and Borate Minerals"
1404,"Gray, Harper and Fisher",38758 Stokes Motorway Apt. 412,North Angela,Kentucky,D,39.0,399.0,3991.0,Brooms and Brushes
1405,Willis Inc,2902 Frye Village Apt. 754,Port Susan,Rhode Island,I,72.0,722.0,7221.0,"Photographic Studios, Portrait"
1406,"Skinner, Norman and Moore",770 Thompson Turnpike Suite 963,New Cheryl,Vermont,,23.0,232.0,2325.0,Men's and Boys' Separate Trousers and Slacks
1407,Cruz Group,687 Jones Station Suite 686,Bobbytown,Idaho,I,73.0,737.0,7375.0,Information Retrieval Services
1408,Sanchez-Anderson,83734 Christian Place Apt. 351,Williamsland,Arizona,,80.0,809.0,8099.0,"Health and Allied Services, Not Elsewhere Classified"
1409,"Edwards, Mathis and Arias",944 Welch Forges Suite 920,Thompsonland,Kentucky,D,24.0,249.0,2491.0,Wood Preserving
1410,Fernandez and Sons,93476 Harold Route,Port Jake,Massachusetts,F,50.0,503.0,5032.0,"Brick, Stone, and Related Construction Materials"
1411,Hoffman-Whitaker,32092 Mary Drive Suite 302,West Jacobland,Alaska,E,44.0,449.0,4493.0,Marinas
1412,Ruiz-Johnson,6688 Elizabeth Square,Thomasborough,West Virginia,I,76.0,769.0,7699.0,"Repair Shops and Related Services, Not Elsewhere Classified"
1413,"Bell, Lara and Higgins",859 John Mountains,North Kathrynville,North Carolina,D,35.0,352.0,3523.0,Farm Machinery and Equipment
1414,"Ramirez, Lee and David",29208 French Fork Apt. 954,New Josephhaven,California,D,30.0,308.0,3088.0,Plastics Plumbing Fixtures
1415,Craig-Perez,66539 Davis Summit,Thomasstad,Arizona,A,7.0,78.0,783.0,Ornamental Shrub and Tree Services
1416,"Garza, Smith and Stephens",023 Bradshaw Valleys Apt. 296,Collinsburgh,North Dakota,D,35.0,351.0,3511.0,"Steam, Gas, and Hydraulic Turbines, and Turbine Generator Set Units"
1417,Martinez-Diaz,2576 Brandy Village,East Destinyton,California,D,33.0,333.0,3339.0,"Primary Smelting and Refining of Nonferrous Metals, Except Copper and Aluminum"
1418,"Rodriguez, Smith and Wiley",0662 Brittany Loop,Romerochester,Washington,G,59.0,594.0,5943.0,Stationery Stores
1419,Ward-Morris,173 Riley Drive,Mooreview,Kansas,I,80.0,805.0,8059.0,"Nursing and Personal Care Facilities, Not Elsewhere Classified"
1420,Kelly and Sons,299 Jeffrey Mills,North Elizabeth,Idaho,J,92.0,922.0,,"Public Order and Safety, Not Elsewhere Classified"
1421,Brown LLC,66853 Fields Views Suite 478,Port Gina,Nebraska,D,38.0,385.0,3851.0,Ophthalmic Goods
1422,Johnson Group,52524 Joseph Divide,Berrymouth,Arkansas,B,,,1044.0,Silver Ores
1423,Choi-Baldwin,532 Smith Forest Suite 258,Lake Davidville,Tennessee,I,84.0,842.0,8422.0,Arboreta and Botanical or Zoological Gardens
1424,"Bauer, Alexander and Wong",85488 Ryan Neck Suite 266,South Richard,Colorado,D,32.0,321.0,3211.0,Flat Glass
1425,"Wheeler, Lin and Smith",02317 Ronnie Streets Suite 168,Tiffanyton,North Dakota,D,38.0,382.0,3821.0,Laboratory Apparatus and Furniture
1426,Peterson Group,643 Sherry Shore Apt. 094,North Sarahmouth,Maine,D,33.0,332.0,3324.0,Steel Investment Foundries
1427,Ford LLC,07676 Taylor Forest,South Zacharymouth,,D,25.0,259.0,2591.0,Drapery Hardware and Window Blinds and Shades
1428,Lester-Garrett,6896 Michelle Heights,Torreschester,Illinois,D,20.0,202.0,2021.0,Creamery Butter
1429,"Booth, Carter and Jordan",4255 David Trail,Finleybury,South Dakota,C,17.0,177.0,1771.0,Concrete Work
1430,Morales-Taylor,7711 Roth Lodge Apt. 765,Thompsonchester,Iowa,D,28.0,285.0,2851.0,"Paints, Varnishes, Lacquers, Enamels, and Allied Products"
1431,"Wilson, Jimenez and Brown",57950 Austin Track,North Zacharyborough,Tennessee,D,,382.0,3821.0,Laboratory Apparatus and Furniture
1432,Smith Ltd,4977 Jason Hills Suite 713,South Joseph,Michigan,D,28.0,283.0,2836.0,"Biological Products, Except Diagnostic Substances"
1433,Mcbride Inc,17563 Barrett Oval Apt. 796,Karenshire,Michigan,D,35.0,357.0,3578.0,"Calculating and Accounting Machines, Except Electronic Computers"
1434,Cole-Allison,247 Perez Grove Suite 578,,Missouri,D,25.0,254.0,2541.0,"Wood Office and Store Fixtures, Partitions, Shelving, and Lockers"
1435,"Hernandez, Cox and Lara",801 Johnny Viaduct Suite 291,East Stephanie,Vermont,E,,478.0,4789.0,"Transportation Services, Not Elsewhere Classified"
1436,"Green, Sanders and Alexander",15829 Gabriel Grove Suite 433,Port Randallstad,Montana,D,20.0,204.0,2043.0,Cereal Breakfast Foods
1437,Romero Inc,640 Brown Walks,Gregoryland,Minnesota,D,30.0,308.0,3083.0,"Laminated Plastics Plate, Sheet, and Profile Shapes"
1438,,350 Wood Islands,Harrisport,South Dakota,F,50.0,501.0,5015.0,"Motor Vehicle Parts, Used"
1439,Thompson-Hopkins,4328 Tina Stravenue Apt. 147,Krystalland,Utah,A,1.0,11.0,116.0,Soybeans
1440,"Romero, Simmons and Norman",79973 Megan Spring Apt. 556,South James,Oklahoma,D,20.0,208.0,2084.0,"Wines, Brandy, and Brandy Spirits"
1441,White Inc,05650 Phillips Lakes Suite 853,Justinchester,New York,G,59.0,594.0,5945.0,"Hobby, Toy, and Game Shops"
1442,Thornton LLC,42776 Lawrence Dale,East Kelly,Tennessee,D,20.0,202.0,2024.0,Ice Cream and Frozen Desserts
1443,Mahoney-Stevens,10107 Matthew Branch,New Thomaston,Idaho,D,36.0,365.0,3651.0,Household Audio and Video Equipment
1444,"Pierce, Doyle and Thomas",023 Darrell Mountains,Andersonhaven,Michigan,B,12.0,,1231.0,Anthracite Mining
1445,Simmons-Ayala,8263 Owens Stream Suite 230,Goodwinmouth,Vermont,G,54.0,549.0,5499.0,Miscellaneous Food Stores
1446,Bullock LLC,3123 Rhodes Village Suite 210,Mckayville,Nevada,D,30.0,306.0,3069.0,"Fabricated Rubber Products, Not Elsewhere Classified"
1447,Brown-Kidd,2622 Danny Junctions Apt. 768,South Adrianhaven,Illinois,D,34.0,343.0,3431.0,Enameled Iron and Metal Sanitary Ware
1448,,354 Kelley Rapids,Lake Annetteburgh,Arkansas,D,28.0,281.0,2819.0,"Industrial Inorganic Chemicals, Not Elsewhere Classified"
1449,Mcdonald PLC,6475 Sierra Road Suite 539,Warnerchester,Iowa,H,67.0,679.0,6794.0,Patent Owners and Lessors
1450,Dodson PLC,735 Susan Junction,,,F,51.0,519.0,5194.0,Tobacco and Tobacco Products
1451,"Graves, Hicks and Mays",017 Smith Islands Apt. 305,Stevensville,North Dakota,D,39.0,396.0,3965.0,"Fasteners, Buttons, Needles, and Pins"
1452,"Franco, Adkins and Becker",754 Campbell Turnpike Suite 702,Bentleyhaven,New York,D,39.0,399.0,3999.0,"Manufacturing Industries, Not Elsewhere Classified"
1453,"Mann, Bennett and Day",7152 Michael Pass Apt. 409,South Anthonyshire,Arkansas,I,73.0,737.0,7373.0,Computer Integrated Systems Design
1454,Hamilton-Simpson,16621 Beth Mount Suite 858,Coleside,Montana,G,56.0,569.0,5699.0,Miscellaneous Apparel and Accessory Stores
1455,Osborne and Sons,6756 Webb Crest Apt. 259,North Amandachester,North Carolina,D,24.0,244.0,2441.0,Nailed and Lock Corner Wood Boxes and Shook
1456,"Church, Jones and Robertson",772 Lisa Locks,South Christinaburgh,Virginia,D,37.0,373.0,3732.0,Boat Building and Repairing
1457,Jensen Inc,712 Theresa Crossing,Thomasburgh,Arizona,I,73.0,733.0,7335.0,Commercial Photography
1458,Allen-Martin,89317 Thompson Vista Apt. 197,Lake Robertaside,California,H,60.0,603.0,6035.0,"Savings Institutions, Federally Chartered"
1459,"Cordova, Nguyen and Cox",76066 Sarah Wells,Shirleytown,Michigan,D,34.0,344.0,3446.0,Architectural and Ornamental Metal Work
1460,Brewer-Rich,751 William Gardens,North Lawrenceton,North Carolina,B,14.0,145.0,1455.0,Kaolin and Ball Clay
1461,Castillo-Porter,9101 Good Park,Vegamouth,Maryland,D,38.0,382.0,3827.0,Optical Instruments and Lenses
1462,Olson LLC,73444 Aguilar Vista,Jeremyfurt,,D,35.0,359.0,3592.0,
1463,Fox-Hartman,878 Riddle Lodge,East Victoria,South Carolina,C,17.0,176.0,1761.0,"Roofing, Siding, and Sheet Metal Work"
1464,Morgan-Moore,1284 Julia Underpass,Grayfort,California,E,,483.0,4832.0,Radio Broadcasting Stations
1465,Martin PLC,95298 Victor Corners,Port Lisaview,Maryland,B,14.0,144.0,1446.0,Industrial Sand
1466,Strickland Inc,88938 Lori Fords,Alvaradoshire,Rhode Island,F,50.0,508.0,5084.0,Industrial Machinery and Equipment
1467,Morales-Decker,15151 Isaiah Shoal,North Amanda,Iowa,D,20.0,208.0,2085.0,Distilled and Blended Liquors
1468,Robbins LLC,423 Jennifer Garden,Williamhaven,Missouri,D,22.0,229.0,2296.0,Tire Cord and Fabrics
1469,Orozco-Parker,89224 Lynch Isle Apt. 181,Angelaview,Maine,D,26.0,267.0,2672.0,"Coated and Laminated Paper, Not Elsewhere Classified"
1470,Baker Group,84216 Roberson Stream,Jordanborough,Michigan,H,67.0,679.0,6799.0,"Investors, Not Elsewhere Classified"
1471,Chambers Inc,27289 Nicholas Center,Robertview,Florida,G,54.0,,5441.0,"Candy, Nut, and Confectionery Stores"
1472,"Morris, Miranda and Powers",39303 Tiffany Route,Jacquelinefurt,Texas,I,75.0,751.0,7514.0,Passenger Car Rental
1473,"Armstrong, Coleman and Williams",45412 Austin Drive,Turnerborough,Minnesota,D,37.0,376.0,3769.0,"Guided Missile Space Vehicle Parts and Auxiliary Equipment, Not Elsewhere Classified"
1474,Ward Inc,2680 Stephanie Estate Apt. 127,Erinberg,Kentucky,A,1.0,17.0,173.0,Tree Nuts
1475,"Cooper, Smith and Manning",40546 Jennifer Walks,East Thomas,Indiana,D,37.0,373.0,,Boat Building and Repairing
1476,Brown-Young,321 Lin Ramp,Sheppardfurt,New York,D,35.0,358.0,,"Service Industry Machinery, Not Elsewhere Classified"
1477,Price Inc,622 Stevens Points Apt. 370,Lake Christopher,Delaware,E,49.0,492.0,4925.0,"Mixed, Manufactured, or Liquefied Petroleum Gas Production and/or"
1478,King-Griffin,932 Gentry Mountain Suite 404,Paulaborough,Florida,D,35.0,355.0,3552.0,Textile Machinery
1479,"Kline, Brown and Porter",36675 Lee Path Suite 600,New Cheryl,West Virginia,F,50.0,501.0,5013.0,Motor Vehicle Supplies and New Parts
1480,Howard-Gibbs,30697 Alexander Cove Suite 266,Edwardsmouth,Georgia,I,75.0,753.0,7538.0,
1481,Mills and Sons,14313 Daniel Forks,New Thomas,Maryland,D,34.0,346.0,3466.0,Crowns and Closures
1482,Owens LLC,13768 David Roads,Joshuahaven,Minnesota,I,76.0,769.0,,Welding Repair
1483,"Blackwell, Carroll and Ramirez",202 Jean Rest Apt. 599,South Brian,Michigan,A,2.0,25.0,253.0,Turkeys and Turkey Eggs
1484,"Smith, Watson and Lucas",96512 Rita Extension Apt. 632,North Charlesburgh,Ohio,D,30.0,306.0,3061.0,"Molded, Extruded, and Lathe-Cut Mechanical Rubber Goods"
1485,"Hall, Warren and Graham",574 Caldwell Valley Suite 588,Port Jennifer,Georgia,E,45.0,452.0,,"Air Transportation, Nonscheduled"
1486,"Schmidt, Bridges and Jones",1248 Susan Burgs,Reynoldsbury,Georgia,D,23.0,232.0,2325.0,Men's and Boys' Separate Trousers and Slacks
1487,Green-Butler,5730 Robinson Valleys,North Julieburgh,Hawaii,I,73.0,731.0,7311.0,Advertising Agencies
1488,Sanchez-Kennedy,606 Robbins Corners Apt. 341,New Jenniferside,Pennsylvania,I,72.0,725.0,7251.0,Shoe Repair Shops and Shoeshine Parlors
1489,"Martinez, Garcia and Preston",9316 Mallory Port,Jasonstad,Mississippi,I,75.0,753.0,7536.0,Automotive Glass Replacement Shops
1490,Allen Group,416 Tina Coves Suite 472,Port Teresaview,Maine,D,28.0,283.0,2833.0,Medicinal Chemicals and Botanical Products
1491,Cardenas PLC,92497 Taylor Falls,North Stephen,West Virginia,D,22.0,225.0,2254.0,Knit Underwear and Nightwear Mills
1492,Bell Group,21351 Roberts Valleys,Port Teresaville,Tennessee,J,96.0,966.0,9661.0,Space and Research and Technology
1493,"Bryant, Alvarez and Castillo",13598 Fox Lane Suite 738,South Alexander,South Dakota,I,75.0,753.0,7533.0,Automotive Exhaust System Repair Shops
1494,"Hawkins, Francis and Johnston",09484 Lambert Rest Suite 877,Murphytown,Idaho,I,75.0,751.0,7514.0,Passenger Car Rental
1495,Levine Group,852 Warren Station,Lake Jefferymouth,Oregon,D,24.0,249.0,2493.0,Reconstituted Wood Products
1496,Mccarthy-Hickman,9124 Jenna Mountain Apt. 605,Port Alanberg,Delaware,B,10.0,101.0,1011.0,Iron Ores
1497,Ward Inc,7386 Deborah Extension,Michaelmouth,Mississippi,I,72.0,729.0,7299.0,"Miscellaneous Personal Services, Not Elsewhere Classified"
1498,Brown Ltd,635 Jones Stravenue Suite 778,South Katiechester,Delaware,F,50.0,502.0,5023.0,Home furnishings
1499,Edwards PLC,182 Joseph Isle,Jamesbury,North Dakota,D,20.0,203.0,2032.0,Canned Specialties
1500,Lewis Inc,656 Benson Streets Suite 908,Toddport,Nevada,C,17.0,175.0,1752.0,"Floor Laying and Other Floor Work, Not Elsewhere Classified"
1501,Rangel PLC,3871 English Ports,Port Jenniferview,Pennsylvania,D,,344.0,3446.0,Architectural and Ornamental Metal Work
1502,Durham PLC,5209 Jeffrey Estates Apt. 407,Martinborough,Wisconsin,D,37.0,379.0,3792.0,Travel Trailers and Campers
1503,"Barron, Diaz and Bond",65572 Snyder Loop,Arnoldtown,Texas,D,33.0,331.0,3316.0,"Cold-Rolled Steel Sheet, Strip, and Bars"
1504,"Miller, Cummings and Newman",623 Caroline Canyon,East Joshuaborough,Nevada,B,14.0,149.0,1499.0,"Miscellaneous Nonmetallic Minerals, Except Fuels"
1505,"Dunn, Weaver and Williams",9151 Michele Terrace,Daniellestad,South Dakota,D,29.0,295.0,2951.0,Asphalt Paving Mixtures and Blocks
1506,Frey-Smith,40842 Richard Lock Suite 582,West Natalie,Oklahoma,D,26.0,267.0,2671.0,"Packaging Paper and Plastics Film, Coated and Laminated"
1507,Finley LLC,13787 Joseph Crossroad Suite 939,New Jessicastad,Vermont,D,28.0,281.0,2812.0,Alkalies and Chlorine
1508,James-Doyle,,East Jennifer,Virginia,J,92.0,922.0,9221.0,Police Protection
1509,"Matthews, Rodgers and Carson",12127 Miller Light Apt. 662,East Patrickhaven,Michigan,D,,364.0,3646.0,"Commercial, Industrial, and Institutional Electric Lighting Fixtures"
1510,"Douglas, Willis and Phillips",23255 Paul Trail Apt. 545,Port Brandon,Virginia,D,34.0,349.0,3499.0,"Fabricated Metal Products, Not Elsewhere Classified"
1511,"Hunt, Reed and Clark",7682 Maldonado Dale Apt. 128,Port James,Wisconsin,F,50.0,509.0,5093.0,Scrap and Waste Materials
1512,"Figueroa, Brooks and Leonard",01267 Woods Prairie Apt. 446,Curtisfurt,Virginia,F,50.0,503.0,5039.0,"Construction Materials, Not Elsewhere Classified"
1513,Brooks-Dennis,,South Michaelhaven,Arizona,D,30.0,308.0,3087.0,Custom Compounding of Purchased Plastics Resins
1514,"Jacobs, Richardson and Williams",497 John Crest,East Johnville,Connecticut,D,22.0,222.0,2221.0,"Broadwoven Fabric Mills, Manmade Fiber and Silk"
1515,Johnson-Baker,8706 Evans Loaf Suite 085,Juliebury,Alaska,D,23.0,239.0,2393.0,Textile Bags
1516,Mcclure-Smith,05054 Christopher Parkways,Howardville,Wisconsin,D,24.0,245.0,2452.0,Prefabricated Wood Buildings and Components
1517,"Mcdonald, Jones and Mcpherson",99320 Adam Club,Huntershire,,D,23.0,238.0,2386.0,Leather and Sheep-Lined Clothing
1518,Anderson-Alexander,484 Hernandez Plaza Apt. 019,Port Sara,Kentucky,D,33.0,335.0,3353.0,"Aluminum Sheet, Plate, and Foil"
1519,Houston and Sons,840 Kimberly Brook Apt. 082,Heatherside,Louisiana,G,59.0,594.0,5947.0,"Gift, Novelty, and Souvenir Shops"
1520,Stafford-Carpenter,8917 Washington Island Suite 827,,California,F,51.0,517.0,,Petroleum Bulk stations and Terminals
1521,Rodriguez and Sons,01577 John Landing,Mejiaport,South Carolina,I,72.0,721.0,7211.0,"Power Laundries, Family and Commercial"
1522,"Horne, Love and Snyder",5156 Wolfe Estate,South Meredith,Arizona,G,56.0,563.0,5632.0,Women's Accessory and Specialty Stores
1523,Warren and Sons,37513 Gregory Squares Suite 598,Lauraberg,Delaware,D,36.0,364.0,3644.0,Noncurrent-Carrying Wiring Devices
1524,"Grant, Ortiz and Townsend",83981 Kimberly Rest,North Nicholasside,Ohio,D,22.0,228.0,2281.0,Yarn Spinning Mills
1525,"Wallace, Martin and Smith",743 Rodriguez Causeway,Lake Melody,Missouri,F,50.0,508.0,5084.0,Industrial Machinery and Equipment
1526,"Williams, Perez and Mcdonald",66611 Turner Wells,Ayalafort,Wyoming,D,35.0,355.0,3555.0,Printing Trades Machinery and Equipment
1527,Ochoa PLC,40886 Summers Prairie,North Jennifer,Wyoming,E,45.0,451.0,4512.0,"Air Transportation, Scheduled"
1528,Fritz-Bruce,8396 Erik Canyon Apt. 576,Petersonburgh,Wisconsin,D,36.0,367.0,3676.0,Electronic Resistors
1529,Curry-Hart,678 Gilbert Trail Apt. 362,West Toddton,Alaska,B,13.0,131.0,1311.0,Crude Petroleum and Natural Gas
1530,"Joyce, Dodson and Mooney",3603 Dawn Flat Apt. 849,Port Michael,Minnesota,D,28.0,283.0,2836.0,"Biological Products, Except Diagnostic Substances"
1531,Hodges Ltd,50410 Casey Circle Suite 045,Hatfieldberg,,D,38.0,382.0,3823.0,"Industrial Instruments for Measurement, Display, and Control of Process Variables; and Related Products"
1532,Davis-Booth,15777 Lopez Prairie,Shawnchester,Connecticut,D,34.0,342.0,3425.0,Saw Blades and Handsaws
1533,"Kim, Campbell and Pham",4085 Kevin Forks Apt. 325,Rodriguezland,Michigan,D,30.0,308.0,3086.0,Plastics Foam Products
1534,Gibson-Hill,12794 Nancy Common,Anneville,Arkansas,D,25.0,254.0,2541.0,"Wood Office and Store Fixtures, Partitions, Shelving, and Lockers"
1535,Rice-Friedman,4171 Vega Causeway,East Elizabethburgh,North Carolina,I,70.0,702.0,7021.0,Rooming and Boarding Houses
1536,White-Lin,5903 Jimmy Lane,Taylorstad,Idaho,D,28.0,283.0,2835.0,In Vitro and In Vivo Diagnostic Substances
1537,Foley Ltd,674 Klein Place,Stephenland,Nebraska,I,86.0,861.0,8611.0,Business Associations
1538,"Waters, Carlson and Anderson",855 Reyes Street,Dianahaven,Arizona,I,75.0,753.0,7538.0,General Automotive Repair Shops
1539,Lee-Fowler,34692 Dodson Via Apt. 178,Riceton,West Virginia,D,22.0,222.0,2221.0,"Broadwoven Fabric Mills, Manmade Fiber and Silk"
1540,"Hernandez, Ritter and Sampson",282 Davidson Shoal,Jenniferview,Oregon,D,36.0,367.0,3677.0,"Electronic Coils, Transformers, and Other Inductors"
1541,"Harmon, Fisher and Armstrong",96635 Kimberly Spurs,Ortizton,Nevada,H,62.0,623.0,6231.0,Security and Commodity Exchanges
1542,"Miller, Martin and Reynolds",0096 Daniel Lodge,New Davidmouth,South Carolina,I,78.0,781.0,7812.0,Motion Picture and Video Tape Production
1543,"Miller, Lewis and Richards",30078 Rodgers Lodge,East Valerie,,D,35.0,354.0,3548.0,Electric and Gas Welding and Soldering Equipment
1544,Carter-Ford,40135 Clarke Place,Geraldtown,Idaho,D,,356.0,3566.0,"Speed Changers, Industrial High-Speed Drives, and Gears"
1545,"Hanna, Nguyen and Harper",5843 Reese Mountains Suite 034,Thomasport,Connecticut,,46.0,461.0,4619.0,"Pipelines, Not Elsewhere Classified"
1546,"Garcia, Barrett and Ortega",62474 Melissa Cliffs Suite 425,Stevenstown,Maine,I,86.0,865.0,8651.0,Political Organizations
1547,Leach-Bass,945 Angela Underpass Suite 806,West Caitlin,Colorado,D,33.0,335.0,3355.0,"Aluminum Rolling and Drawing, Not Elsewhere Classified"
